rank,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
337,Theo Pinson,SG,25,NYK,4,0,2.3,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
338,Mason Plumlee,C,30,DET,8,8,26.8,3.0,5.5,.545,0.0,0.4,.000,3.0,5.1,.585,.545,1.5,2.1,.706,3.3,6.4,9.6,3.6,1.3,0.5,1.5,3.3,7.5
339,Jakob Poeltl,C,25,SAS,8,3,20.6,2.4,4.3,.559,0.0,0.0,,2.4,4.3,.559,.559,0.3,1.1,.222,2.8,3.9,6.6,2.4,0.5,0.4,1.0,1.8,5.0
340,Vincent Poirier,C,27,PHI,3,0,4.7,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.7,1.3,.500,0.7,0.3,1.0,0.3,0.0,0.3,0.3,0.3,1.3
341,Aleksej Pokusevski,PF,19,OKC,5,0,16.0,0.4,4.2,.095,0.2,3.2,.063,0.2,1.0,.200,.119,0.0,0.0,,0.2,3.6,3.8,1.4,1.0,1.0,2.0,1.2,1.0
342,Jordan Poole,SG,21,GSW,6,0,11.8,2.0,4.8,.414,0.8,2.8,.294,1.2,2.0,.583,.500,1.5,1.5,1.000,0.2,1.2,1.3,0.8,0.2,0.0,0.7,1.2,6.3
343,Michael Porter Jr.,SF,22,DEN,4,4,29.3,7.5,13.3,.566,2.8,6.5,.423,4.8,6.8,.704,.670,1.8,2.0,.875,1.3,5.5,6.8,1.8,1.0,1.5,0.5,2.8,19.5
344,Otto Porter,SF,27,CHI,9,5,25.4,4.6,10.4,.436,2.2,5.3,.417,2.3,5.1,.457,.543,2.7,3.0,.889,1.4,5.4,6.9,2.0,0.9,0.0,1.1,1.9,14.0
345,Bobby Portis,C,25,MIL,8,0,23.5,4.6,8.4,.552,0.9,2.3,.389,3.8,6.1,.612,.604,1.3,1.5,.833,2.1,5.9,8.0,1.5,0.8,0.6,1.0,2.0,11.4
346,Dwight Powell,C,29,DAL,8,6,19.6,1.5,3.0,.500,0.1,0.4,.333,1.4,2.6,.524,.521,2.0,2.8,.727,1.0,2.4,3.4,1.1,1.4,0.4,0.9,2.6,5.1
347,Norman Powell,SG,27,TOR,7,1,22.7,2.6,8.4,.305,1.6,4.3,.367,1.0,4.1,.241,.398,2.4,3.0,.810,0.0,1.4,1.4,0.7,1.1,0.3,1.0,2.0,9.1
348,Taurean Prince,PF,26,BRK,9,3,16.3,2.0,5.3,.375,1.1,3.0,.370,0.9,2.3,.381,.479,1.9,2.2,.850,0.0,2.2,2.2,0.4,0.7,0.7,0.8,2.0,7.0
349,Payton Pritchard,SG,23,BOS,9,0,22.9,3.3,6.7,.500,0.9,2.6,.348,2.4,4.1,.595,.567,0.8,0.9,.875,0.4,2.0,2.4,3.2,1.2,0.3,1.8,2.0,8.3
350,Immanuel Quickley,PG,21,NYK,4,0,13.0,2.0,3.8,.533,0.8,1.8,.429,1.3,2.0,.625,.633,2.8,2.8,1.000,0.0,1.0,1.0,1.5,0.8,0.3,1.0,1.8,7.5
351,Jahmi'us Ramsey,SG,19,SAC,2,0,4.0,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5
352,Julius Randle,PF,26,NYK,8,8,38.6,8.3,17.0,.485,1.4,4.0,.344,6.9,13.0,.529,.526,5.3,6.8,.778,2.0,10.0,12.0,7.4,0.6,0.3,4.9,3.8,23.1
353,Cam Reddish,SF,21,ATL,8,8,28.4,3.5,10.1,.346,1.3,4.4,.286,2.3,5.8,.391,.407,2.1,2.6,.810,0.8,3.8,4.5,1.4,1.1,0.3,1.5,2.8,10.4
354,J.J. Redick,SG,36,NOP,8,0,21.3,1.9,6.9,.273,1.1,4.6,.243,0.8,2.3,.333,.355,1.3,1.3,1.000,0.1,1.4,1.5,1.0,0.3,0.0,0.5,2.0,6.1
355,Paul Reed,PF,21,PHI,1,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
356,Naz Reid,C,21,MIN,8,3,19.5,4.0,7.5,.533,0.8,2.3,.333,3.3,5.3,.619,.583,1.6,2.5,.650,1.0,2.8,3.8,1.4,0.5,0.9,1.1,3.4,10.4
357,Nick Richards,PF,23,CHO,3,0,3.7,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.3,0.7,.500,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.7,1.7
358,Josh Richardson,SG,27,DAL,8,8,32.5,4.9,11.9,.411,2.0,6.3,.320,2.9,5.6,.511,.495,2.0,2.1,.941,1.1,1.8,2.9,1.6,0.9,0.3,1.3,3.8,13.8
359,Austin Rivers,SG,28,NYK,4,0,26.0,5.3,8.8,.600,2.8,5.0,.550,2.5,3.8,.667,.757,0.0,0.0,,0.3,1.8,2.0,2.5,1.0,0.0,1.5,1.5,13.3
360,Duncan Robinson,SF,26,MIA,7,7,29.7,3.6,8.6,.417,3.3,8.0,.411,0.3,0.6,.500,.608,1.4,1.7,.833,0.0,4.4,4.4,1.4,0.9,0.1,1.6,1.9,11.9
361,Glenn Robinson III,SF,27,SAC,5,0,19.0,2.4,5.0,.480,0.8,2.0,.400,1.6,3.0,.533,.560,1.4,1.6,.875,0.6,1.8,2.4,1.0,0.0,0.2,0.2,0.8,7.0
362,Jerome Robinson,SG,23,WAS,5,0,13.2,1.0,3.0,.333,0.4,1.2,.333,0.6,1.8,.333,.400,0.6,0.6,1.000,0.0,1.2,1.2,1.2,0.4,0.0,0.6,2.4,3.0
363,Mitchell Robinson,C,22,NYK,8,8,29.5,4.0,6.5,.615,0.0,0.0,,4.0,6.5,.615,.615,0.6,1.1,.556,3.4,5.1,8.5,0.5,1.5,1.9,0.9,3.0,8.6
364,Isaiah Roby,PF,22,OKC,4,1,20.3,3.8,6.0,.625,0.8,2.0,.375,3.0,4.0,.750,.688,0.3,1.8,.143,2.0,2.3,4.3,0.5,0.3,0.8,1.5,2.5,8.5
365,Rajon Rondo,PG,34,ATL,2,0,15.5,2.5,5.0,.500,1.0,2.5,.400,1.5,2.5,.600,.600,0.0,0.0,,0.5,0.5,1.0,7.0,0.5,0.5,1.0,0.5,6.0
366,Derrick Rose,PG,32,DET,7,0,24.3,5.7,13.6,.421,0.9,2.9,.300,4.9,10.7,.453,.453,3.0,3.7,.808,0.4,1.9,2.3,5.4,1.0,0.3,2.4,1.4,15.3
367,Terrence Ross,SG,29,ORL,7,0,28.0,7.0,14.1,.495,3.0,6.4,.467,4.0,7.7,.519,.601,3.7,4.1,.897,0.4,1.9,2.3,1.1,1.6,0.1,1.4,1.9,20.7
368,Terry Rozier,SG,26,CHO,8,8,31.0,6.9,14.5,.474,3.4,7.6,.443,3.5,6.9,.509,.591,3.5,4.3,.824,0.6,2.5,3.1,2.8,1.0,0.6,2.0,2.4,20.6
369,Ricky Rubio,PG,30,MIN,8,3,23.6,2.3,5.8,.391,0.6,2.3,.278,1.6,3.5,.464,.446,1.0,1.1,.889,0.4,2.4,2.8,4.9,1.5,0.0,1.5,2.6,6.1
370,D'Angelo Russell,PG,24,MIN,8,7,30.1,7.4,16.4,.450,3.0,7.4,.407,4.4,9.0,.486,.542,2.3,3.3,.692,0.5,2.5,3.0,5.1,1.3,0.4,3.5,2.5,20.0
371,Domantas Sabonis,PF,24,IND,8,8,37.1,8.0,13.9,.577,1.1,2.1,.529,6.9,11.8,.585,.617,3.6,5.4,.674,2.4,9.0,11.4,6.4,0.8,0.6,3.8,4.1,20.8
372,Luka Šamanić,PF,21,SAS,3,0,2.7,0.3,1.7,.200,0.3,0.7,.500,0.0,1.0,.000,.300,0.3,0.7,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
373,JaKarr Sampson,PF,27,IND,3,0,4.3,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.3,0.0,1.0,2.3
374,Dario Šarić,PF,26,PHO,4,0,16.5,4.0,7.8,.516,1.8,4.0,.438,2.3,3.8,.600,.629,1.5,1.8,.857,0.5,4.0,4.5,1.0,0.5,0.0,1.8,2.0,11.3
375,Tomáš Satoranský,SG,29,CHI,3,0,22.7,2.3,5.0,.467,0.7,2.0,.333,1.7,3.0,.556,.533,1.0,1.0,1.000,0.7,1.7,2.3,6.0,1.3,0.3,2.7,0.7,6.3
376,Dennis Schröder,SG,27,LAL,9,9,30.7,5.8,13.4,.430,1.2,3.8,.324,4.6,9.7,.471,.475,1.9,2.3,.810,0.4,3.7,4.1,4.7,0.6,0.1,2.7,2.4,14.7
377,Mike Scott,PF,32,PHI,5,0,16.0,1.4,4.2,.333,1.0,3.8,.263,0.4,0.4,1.000,.452,0.4,0.6,.667,0.6,2.0,2.6,0.0,0.4,0.2,0.6,1.2,4.2
378,Collin Sexton,SG,22,CLE,8,8,37.4,9.8,18.4,.531,2.0,3.9,.516,7.8,14.5,.534,.585,3.6,4.4,.829,0.5,1.6,2.1,3.5,1.4,0.3,2.1,2.9,25.1
379,Landry Shamet,SG,23,BRK,9,0,17.1,1.3,4.3,.308,0.9,3.3,.267,0.4,1.0,.444,.410,1.0,1.1,.900,0.2,1.1,1.3,0.7,0.7,0.1,0.9,1.2,4.6
380,Pascal Siakam,PF,26,TOR,6,6,35.3,7.3,17.0,.431,1.7,5.7,.294,5.7,11.3,.500,.480,3.7,4.8,.759,1.8,5.8,7.7,3.5,0.8,0.7,2.7,4.3,20.0
381,Chris Silva,PF,24,MIA,3,0,3.7,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.7,0.7,1.000,0.3,1.3,1.7,0.3,0.0,0.3,1.3,1.0,1.3
382,Ben Simmons,PG,24,PHI,9,9,32.7,5.1,10.1,.505,0.1,0.2,.500,5.0,9.9,.506,.511,3.1,5.1,.609,0.8,8.0,8.8,7.0,1.4,1.2,3.6,3.1,13.4
383,Anfernee Simons,SG,21,POR,7,0,11.0,1.6,4.6,.344,1.1,3.3,.348,0.4,1.3,.333,.469,0.6,0.9,.667,0.0,1.9,1.9,0.4,0.1,0.3,0.3,1.3,4.9
384,Deividas Sirvydis,SG,20,DET,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Marcus Smart,PG,26,BOS,8,8,33.1,3.6,9.8,.372,2.1,5.3,.405,1.5,4.5,.333,.481,2.8,3.6,.759,0.8,1.8,2.5,6.6,1.5,0.8,1.6,2.4,12.1
386,Dennis Smith Jr.,PG,23,NYK,1,0,18.0,1.0,5.0,.200,0.0,2.0,.000,1.0,3.0,.333,.200,2.0,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,4.0
387,Ish Smith,PG,32,WAS,8,0,18.1,2.3,5.8,.391,0.4,1.1,.333,1.9,4.6,.405,.424,0.4,0.9,.429,0.5,3.0,3.5,3.8,0.4,0.4,1.0,1.0,5.3
388,Jalen Smith,PF,20,PHO,2,0,10.0,1.0,2.5,.400,0.0,0.5,.000,1.0,2.0,.500,.400,0.0,1.0,.000,1.5,1.0,2.5,0.5,0.0,0.5,0.5,0.5,2.0
389,Cassius Stanley,SG,21,IND,2,0,2.0,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,2.5
390,Lamar Stevens,PF,23,CLE,5,0,12.6,1.4,4.2,.333,0.2,0.8,.250,1.2,3.4,.353,.357,1.0,1.2,.833,0.2,2.0,2.2,0.2,0.6,0.0,0.6,0.8,4.0
391,Isaiah Stewart,C,19,DET,6,0,18.7,2.0,4.2,.480,0.0,0.0,,2.0,4.2,.480,.480,0.5,0.8,.600,2.8,2.3,5.2,0.7,0.2,0.8,0.7,2.8,4.5
392,Max Strus,SF,24,MIA,1,0,12.0,3.0,5.0,.600,1.0,3.0,.333,2.0,2.0,1.000,.700,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
393,Edmond Sumner,SG,25,IND,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Jae'Sean Tate,SF,25,HOU,6,0,25.3,2.7,5.5,.485,0.7,2.0,.333,2.0,3.5,.571,.545,1.2,1.8,.636,1.2,3.3,4.5,1.3,0.7,0.2,1.3,3.0,7.2
395,Jayson Tatum,SF,22,BOS,9,9,34.6,9.7,20.7,.468,3.6,7.9,.451,6.1,12.8,.478,.554,3.4,3.9,.886,0.3,7.0,7.3,4.0,1.0,0.9,2.2,1.8,26.3
396,Jeff Teague,PG,32,BOS,7,1,20.6,2.3,6.9,.333,1.0,1.7,.583,1.3,5.1,.250,.406,1.9,2.3,.813,0.4,2.1,2.6,2.7,1.7,0.3,0.9,1.7,7.4
397,Garrett Temple,SG,34,CHI,8,0,25.3,2.6,6.6,.396,1.6,4.6,.351,1.0,2.0,.500,.519,0.6,0.9,.714,0.8,1.3,2.0,2.0,0.9,0.1,1.3,2.8,7.5
398,Tyrell Terry,PG,20,DAL,4,0,3.5,0.3,1.3,.200,0.0,0.8,.000,0.3,0.5,.500,.200,0.0,0.3,.000,0.0,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.5
399,Daniel Theis,C,28,BOS,9,9,21.8,3.2,5.9,.547,0.4,2.2,.200,2.8,3.7,.758,.585,0.2,0.7,.333,1.0,3.3,4.3,1.2,0.3,1.0,1.0,2.2,7.1
400,Brodric Thomas,SG,24,HOU,3,0,6.3,0.3,1.7,.200,0.0,1.3,.000,0.3,0.3,1.000,.200,1.0,1.7,.600,0.3,0.7,1.0,1.3,0.0,0.0,1.0,1.7,1.7
401,Matt Thomas,SG,26,TOR,3,0,15.7,2.3,5.7,.412,2.0,4.0,.500,0.3,1.7,.200,.588,0.3,0.3,1.000,0.0,1.7,1.7,1.7,0.7,0.0,0.3,0.7,7.0
402,Tristan Thompson,PF,29,BOS,8,8,23.1,3.4,6.4,.529,0.0,0.0,,3.4,6.4,.529,.529,1.6,2.5,.650,3.1,5.4,8.5,0.8,0.3,0.8,1.3,2.8,8.4
403,Sindarius Thornwell,SG,26,NOP,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,1.5,0.0,0.0,0.0,1.0
404,Matisse Thybulle,SG,23,PHI,9,0,12.6,0.8,2.4,.318,0.3,1.6,.214,0.4,0.9,.500,.386,0.1,0.1,1.000,0.1,0.9,1.0,0.9,0.8,0.6,0.2,1.1,2.0
405,Xavier Tillman Sr.,PF,22,MEM,3,0,18.3,2.3,5.0,.467,0.0,0.3,.000,2.3,4.7,.500,.467,0.7,0.7,1.000,0.3,2.7,3.0,0.7,0.7,0.3,0.3,1.3,5.3
406,Obi Toppin,PF,22,NYK,1,0,24.0,3.0,12.0,.250,3.0,7.0,.429,0.0,5.0,.000,.375,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,9.0
407,Juan Toscano-Anderson,SG,27,GSW,6,2,15.0,1.2,1.5,.778,0.3,0.7,.500,0.8,0.8,1.000,.889,0.5,0.8,.600,0.2,3.2,3.3,1.8,0.3,0.7,0.8,1.7,3.2
408,Karl-Anthony Towns,C,25,MIN,2,2,30.0,6.0,14.5,.414,1.5,4.5,.333,4.5,10.0,.450,.466,5.5,5.5,1.000,3.0,8.5,11.5,5.0,1.0,3.0,3.0,3.5,19.0
409,Gary Trent Jr.,SG,22,POR,6,0,22.2,4.0,9.2,.436,2.5,5.5,.455,1.5,3.7,.409,.573,0.8,1.3,.625,0.2,1.5,1.7,0.8,0.3,0.0,0.5,1.2,11.3
410,P.J. Tucker,PF,35,HOU,6,6,33.8,1.8,3.7,.500,1.2,2.2,.538,0.7,1.5,.444,.659,0.3,0.7,.500,1.2,4.5,5.7,1.0,1.2,0.7,1.8,3.5,5.2
411,Myles Turner,C,24,IND,8,8,29.3,4.5,9.6,.468,1.1,4.5,.250,3.4,5.1,.659,.526,1.8,2.0,.875,0.9,4.6,5.5,0.8,1.6,4.1,1.1,3.6,11.9
412,Jonas Valančiūnas,C,28,MEM,8,8,28.4,5.5,10.8,.512,0.5,1.3,.400,5.0,9.5,.526,.535,3.5,4.8,.737,2.5,8.9,11.4,2.0,0.9,1.0,2.6,3.4,15.0
413,Denzel Valentine,SG,27,CHI,6,0,17.5,2.7,5.7,.471,1.7,3.7,.455,1.0,2.0,.500,.618,0.3,0.3,1.000,0.3,4.0,4.3,1.5,1.3,0.2,0.3,0.7,7.3
414,Jarred Vanderbilt,PF,21,MIN,6,0,14.7,2.5,3.8,.652,0.0,0.0,,2.5,3.8,.652,.652,1.3,2.8,.471,1.8,3.5,5.3,1.8,1.7,0.7,0.7,1.2,6.3
415,Fred VanVleet,SG,26,TOR,7,7,35.6,7.4,16.9,.441,3.6,9.1,.391,3.9,7.7,.500,.547,2.1,2.7,.789,1.0,4.3,5.3,5.7,1.6,0.7,1.3,2.1,20.6
416,Devin Vassell,SG,20,SAS,7,0,15.7,1.9,4.3,.433,1.1,2.1,.533,0.7,2.1,.333,.567,0.1,0.1,1.000,0.1,2.4,2.6,1.0,1.0,0.4,0.4,1.1,5.0
417,Gabe Vincent,PG,24,MIA,1,0,15.0,2.0,6.0,.333,2.0,5.0,.400,0.0,1.0,.000,.500,1.0,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,7.0
418,Nikola Vučević,C,30,ORL,8,8,31.4,8.4,16.5,.508,2.4,5.4,.442,6.0,11.1,.539,.580,1.9,2.6,.714,1.8,8.8,10.5,3.5,1.0,0.6,1.1,1.1,21.0
419,Dean Wade,PF,24,CLE,8,0,11.0,0.8,2.3,.333,0.5,1.6,.308,0.3,0.6,.400,.444,0.3,0.3,1.000,0.1,0.8,0.9,0.6,0.5,0.1,0.5,1.1,2.3
420,Moritz Wagner,C,23,WAS,2,0,6.5,2.0,2.5,.800,0.5,0.5,1.000,1.5,2.0,.750,.900,0.0,0.0,,0.5,1.5,2.0,0.5,0.0,0.0,0.0,3.5,4.5
421,Lonnie Walker,SG,22,SAS,8,8,28.6,4.9,11.1,.438,1.8,4.4,.400,3.1,6.8,.463,.517,0.9,1.4,.636,0.6,2.6,3.3,1.8,0.5,0.6,0.9,2.4,12.4
422,John Wall,PG,30,HOU,4,4,36.0,8.8,18.0,.486,1.3,5.5,.227,7.5,12.5,.600,.521,4.3,4.8,.895,1.0,4.0,5.0,5.5,1.5,1.0,4.3,0.8,23.0
423,Brad Wanamaker,PG,31,GSW,8,0,16.5,1.3,4.0,.313,0.4,1.5,.250,0.9,2.5,.350,.359,1.8,2.1,.824,0.1,1.4,1.5,2.6,1.0,0.3,1.0,1.6,4.6
424,T.J. Warren,SF,27,IND,4,4,29.3,6.8,12.8,.529,0.0,1.8,.000,6.8,11.0,.614,.529,2.0,2.5,.800,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0,15.5
425,P.J. Washington,PF,22,CHO,8,8,26.4,3.8,9.3,.405,1.0,2.6,.381,2.8,6.6,.415,.459,2.4,3.5,.679,1.8,4.6,6.4,2.8,1.1,0.9,2.3,3.1,10.9
426,Yuta Watanabe,SF,26,TOR,3,0,10.0,0.7,2.3,.286,0.7,1.3,.500,0.0,1.0,.000,.429,0.0,0.0,,0.7,2.0,2.7,0.3,0.3,0.7,0.3,1.3,2.0
427,Tremont Waters,PG,23,BOS,3,1,11.0,0.7,3.3,.200,0.3,1.3,.250,0.3,2.0,.167,.250,1.3,1.3,1.000,0.3,0.3,0.7,2.7,0.7,0.0,2.3,1.3,3.0
428,Paul Watson,SF,26,TOR,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0
429,Russell Westbrook,PG,32,WAS,6,6,37.7,7.8,19.8,.395,1.3,4.7,.286,6.5,15.2,.429,.429,3.5,5.5,.636,1.2,9.5,10.7,11.8,1.5,0.2,5.0,3.2,20.5
430,Coby White,PG,20,CHI,9,9,34.2,6.6,15.4,.424,2.8,7.4,.373,3.8,8.0,.472,.514,2.7,3.1,.857,0.6,4.6,5.1,5.6,0.2,0.1,2.8,2.1,18.6
431,Derrick White,SG,26,SAS,1,0,23.0,3.0,9.0,.333,1.0,4.0,.250,2.0,5.0,.400,.389,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0
432,Hassan Whiteside,C,31,SAC,6,0,11.8,2.2,4.5,.481,0.0,0.0,,2.2,4.5,.481,.481,1.0,2.2,.462,1.2,3.2,4.3,0.3,0.2,1.3,0.8,1.5,5.3
433,Andrew Wiggins,PF,25,GSW,8,8,32.6,6.6,15.4,.431,1.9,4.6,.405,4.8,10.8,.442,.492,2.6,3.6,.724,1.0,3.8,4.8,2.4,0.5,1.3,2.0,2.6,17.8
434,Grant Williams,PF,22,BOS,8,0,19.1,2.3,5.0,.450,0.9,2.1,.412,1.4,2.9,.478,.538,0.3,0.6,.400,1.4,2.3,3.6,0.8,0.6,0.6,0.9,3.1,5.6
435,Kenrich Williams,PF,26,OKC,7,0,11.4,0.6,2.6,.222,0.1,0.9,.167,0.4,1.7,.250,.250,0.9,0.9,1.000,0.7,1.3,2.0,1.0,0.4,0.3,0.7,1.3,2.1
436,Lou Williams,PG,34,LAC,9,0,20.8,3.6,8.3,.427,1.0,2.4,.409,2.6,5.9,.434,.487,1.1,1.6,.714,0.2,1.9,2.1,2.9,0.6,0.0,0.7,0.9,9.2
437,Patrick Williams,PF,19,CHI,9,9,24.6,3.7,7.8,.471,0.9,1.9,.471,2.8,5.9,.472,.529,1.8,2.1,.842,0.6,2.6,3.1,1.0,0.6,0.9,1.6,2.4,10.0
438,Robert Williams,C,23,BOS,8,0,16.4,3.0,3.9,.774,0.0,0.1,.000,3.0,3.8,.800,.774,0.8,0.9,.857,2.5,4.0,6.5,0.6,1.1,1.5,1.4,1.3,6.8
439,Zion Williamson,PF,20,NOP,8,8,31.5,8.3,14.8,.559,0.0,0.3,.000,8.3,14.5,.569,.559,4.9,7.8,.629,3.4,4.8,8.1,1.1,1.5,0.5,2.8,2.4,21.4
440,D.J. Wilson,PF,24,MIL,5,0,10.6,1.0,3.0,.333,1.0,2.4,.417,0.0,0.6,.000,.500,0.2,0.4,.500,0.4,2.6,3.0,0.4,0.2,0.4,0.6,1.8,3.2
441,Dylan Windler,SF,24,CLE,1,0,9.0,1.0,5.0,.200,1.0,4.0,.250,0.0,1.0,.000,.300,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0
442,James Wiseman,C,19,GSW,8,8,21.3,4.5,9.6,.468,0.6,1.5,.417,3.9,8.1,.477,.500,1.6,2.6,.619,1.1,4.9,6.0,0.4,0.5,1.6,1.8,3.6,11.3
443,Christian Wood,C,25,HOU,5,5,35.6,9.4,17.0,.553,1.2,4.4,.273,8.2,12.6,.651,.588,3.6,5.0,.720,2.0,8.0,10.0,1.6,1.0,2.0,1.6,2.8,23.6
444,Robert Woodard,SF,21,SAC,2,0,4.0,1.5,4.0,.375,0.0,1.0,.000,1.5,3.0,.500,.375,0.0,1.0,.000,1.5,2.0,3.5,0.0,0.0,0.0,0.5,0.0,3.0
445,Delon Wright,SG,28,DET,8,3,23.3,2.3,5.5,.409,0.8,2.1,.353,1.5,3.4,.444,.477,2.0,2.4,.842,0.8,2.0,2.8,3.1,0.6,0.5,1.3,0.8,7.3
446,Thaddeus Young,PF,32,CHI,5,0,24.4,4.0,7.2,.556,0.6,1.8,.333,3.4,5.4,.630,.597,0.6,0.6,1.000,1.2,2.4,3.6,2.6,0.8,0.4,3.0,2.6,9.2
447,Trae Young,PG,22,ATL,8,8,33.4,7.3,16.9,.430,1.8,5.6,.311,5.5,11.3,.489,.481,9.6,11.0,.875,1.4,2.9,4.3,8.4,0.5,0.1,4.8,1.9,25.9
448,Cody Zeller,C,28,CHO,1,1,19.0,3.0,6.0,.500,0.0,2.0,.000,3.0,4.0,.750,.500,0.0,1.0,.000,1.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,6.0
449,Ivica Zubac,C,23,LAC,9,0,18.0,2.9,3.8,.765,0.0,0.0,,2.9,3.8,.765,.765,2.4,3.0,.815,1.4,2.3,3.8,0.9,0.4,0.9,0.9,2.3,8.2
